v1_venomous_probability,probability_shift_toward_non_venomous,v2_uncertain,v2_venomous_probability,v2_snake_class_margin,v1_non_venomous_probability,v1_snake_class_margin,v2_top2_class,ground_truth,v2_correct,v1_top2_probability,v2_confidence_band,classification_transition,v2_non_venomous_probability,v2_confidence,probability_shift_toward_venomous,v1_margin,v1_correct,v2_margin,v1_predicted,relative_path,v2_predicted,v2_top2_probability,v1_top2_class,v1_confidence,prediction_changed
0.9658645391464233,-0.02530838269740343,NO,0.9941100478172302,0.9883071454241872,0.031111285090446472,0.9347532540559769,Non_Venomous_Snake,Non_Venomous_Snake,NO,0.031111285090446472,HIGH,Venomous_Snake -> Venomous_Snake,0.005802902393043041,0.9941100478172302,0.028245508670806885,0.9347532540559769,NO,0.9883071454241872,Venomous_Snake,test/Non_Venomous_Snake/1166420045-m.jpg,Venomous_Snake,0.005802902393043041,Non_Venomous_Snake,0.9658645391464233,NO
0.8652934432029724,-0.1292146141640842,NO,0.9945080876350403,0.9890161599032581,0.1347065418958664,0.730586901307106,Non_Venomous_Snake,Non_Venomous_Snake,NO,0.1347065418958664,HIGH,Venomous_Snake -> Venomous_Snake,0.005491927731782198,0.9945080876350403,0.12921464443206787,0.730586901307106,NO,0.9890161599032581,Venomous_Snake,test/Non_Venomous_Snake/175a2372jpg-35eda8314988c49d.jpg,Venomous_Snake,0.005491927731782198,Non_Venomous_Snake,0.8652934432029724,NO
0.5650998950004578,-0.13198775053024292,NO,0.6967803835868835,0.39395156502723694,0.4348165690898895,0.13028332591056824,Non_Venomous_Snake,Non_Venomous_Snake,NO,0.4348165690898895,MODERATE,Venomous_Snake -> Venomous_Snake,0.3028288185596466,0.6967803835868835,0.13168048858642578,0.13028332591056824,NO,0.39395156502723694,Venomous_Snake,test/Non_Venomous_Snake/20 (2).jpg,Venomous_Snake,0.3028288185596466,Non_Venomous_Snake,0.5650998950004578,NO
0.8812358379364014,-0.08003363758325577,NO,0.9610733985900879,0.9224327877163887,0.11867424845695496,0.7625615894794464,Non_Venomous_Snake,Non_Venomous_Snake,NO,0.11867424845695496,HIGH,Venomous_Snake -> Venomous_Snake,0.03864061087369919,0.9610733985900879,0.07983756065368652,0.7625615894794464,NO,0.9224327877163887,Venomous_Snake,test/Non_Venomous_Snake/30.jpg,Venomous_Snake,0.03864061087369919,Non_Venomous_Snake,0.8812358379364014,NO
0.6374921202659607,-0.21603967249393463,NO,0.8535320162773132,0.7070642858743668,0.3625074028968811,0.2749847173690796,Non_Venomous_Snake,Non_Venomous_Snake,NO,0.3625074028968811,HIGH,Venomous_Snake -> Venomous_Snake,0.14646773040294647,0.8535320162773132,0.21603989601135254,0.2749847173690796,NO,0.7070642858743668,Venomous_Snake,test/Non_Venomous_Snake/4.jpg,Venomous_Snake,0.14646773040294647,Non_Venomous_Snake,0.6374921202659607,NO
0.9807270765304565,-0.01523911627009511,NO,0.995965838432312,0.9919323981739581,0.01927255652844906,0.9614545200020075,Non_Venomous_Snake,Non_Venomous_Snake,NO,0.01927255652844906,HIGH,Venomous_Snake -> Venomous_Snake,0.004033440258353949,0.995965838432312,0.015238761901855469,0.9614545200020075,NO,0.9919323981739581,Venomous_Snake,test/Non_Venomous_Snake/6O4A7844.jpg,Venomous_Snake,0.004033440258353949,Non_Venomous_Snake,0.9807270765304565,NO
0.6579926013946533,-0.15166045725345612,NO,0.8096526861190796,0.619305893778801,0.34200724959373474,0.3159853518009186,Non_Venomous_Snake,Non_Venomous_Snake,NO,0.34200724959373474,HIGH,Venomous_Snake -> Venomous_Snake,0.19034679234027863,0.8096526861190796,0.15166008472442627,0.3159853518009186,NO,0.619305893778801,Venomous_Snake,test/Non_Venomous_Snake/83612cc4c22f4694c89577510d3c9bdf.jpg,Venomous_Snake,0.19034679234027863,Non_Venomous_Snake,0.6579926013946533,NO
0.610837996006012,-0.17636355757713318,NO,0.787201464176178,0.5744030475616455,0.38916197419166565,0.2216760218143463,Non_Venomous_Snake,Non_Venomous_Snake,NO,0.38916197419166565,MODERATE,Venomous_Snake -> Venomous_Snake,0.21279841661453247,0.787201464176178,0.17636346817016602,0.2216760218143463,NO,0.5744030475616455,Venomous_Snake,test/Non_Venomous_Snake/Banded Racer_1105.jpg,Venomous_Snake,0.21279841661453247,Non_Venomous_Snake,0.610837996006012,NO
0.958026111125946,-0.03069495502859354,NO,0.9884588122367859,0.9772083843126893,0.041945382952690125,0.9160807281732559,Non_Venomous_Snake,Non_Venomous_Snake,NO,0.041945382952690125,HIGH,Venomous_Snake -> Venomous_Snake,0.011250427924096584,0.9884588122367859,0.030432701110839844,0.9160807281732559,NO,0.9772083843126893,Venomous_Snake,test/Non_Venomous_Snake/banded-racer-argyrogena-fasciolata-non-venomous-not-common-kalbeliya-AT2BHP.jpg,Venomous_Snake,0.011250427924096584,Non_Venomous_Snake,0.958026111125946,NO
0.9424067139625549,0.1559804193675518,NO,0.7864259481430054,0.572852224111557,0.05759330466389656,0.8848134092986584,Non_Venomous_Snake,Non_Venomous_Snake,NO,0.05759330466389656,MODERATE,Venomous_Snake -> Venomous_Snake,0.21357372403144836,0.7864259481430054,-0.15598076581954956,0.8848134092986584,NO,0.572852224111557,Venomous_Snake,test/Non_Venomous_Snake/xenochrophis-piscator-checkered-keelback-water-snake-non-venomous-DFBH00.jpg,Venomous_Snake,0.21357372403144836,Non_Venomous_Snake,0.9424067139625549,NO
0.7904003262519836,-0.17588594183325768,NO,0.9662836790084839,0.932570543140173,0.2095990777015686,0.580801248550415,Non_Venomous_Snake,Non_Venomous_Snake,NO,0.2095990777015686,HIGH,Venomous_Snake -> Venomous_Snake,0.03371313586831093,0.9662836790084839,0.17588335275650024,0.580801248550415,NO,0.932570543140173,Venomous_Snake,test/Non_Venomous_Snake/yellowspottedkeelback.jpg,Venomous_Snake,0.03371313586831093,Non_Venomous_Snake,0.7904003262519836,NO
