image_path,relative_path,filename,parent_class,species,sha256,width,height,repository_source,repository_provenance,repository_license,individual_image_rights,training_reuse_rights,exact_duplicate,exact_duplicate_match,near_duplicate_status,near_duplicate_match,near_duplicate_score,frozen_test_leakage_status,frozen_test_match,label_status,quality_status,technical_status,manual_review_required,exclusion_reason,notes
C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Banded Racer\1274635783_6d04848eae.jpg,Non-Venomous/Banded Racer/1274635783_6d04848eae.jpg,1274635783_6d04848eae.jpg,Non-Venomous,Banded Racer,22570158a74fa87acad401fd0681d2c329035aa1a43ff60aded1e58b23bffff5,500,271,https://github.com/arjun921/Indian-Snakes-Dataset,VERIFIED,MIT,UNCLEAR,REVIEW_REQUIRED,False,,POSSIBLE_NEAR_DUPLICATE,train/Non_Venomous_Snake/1274635783_6d04848eae.jpg,0.996181,NOT_TEST_LEAKAGE,,DIRECTORY_LABEL_PRESERVED,BASIC_QUALITY_PASS,MANUAL_REVIEW_REQUIRED,True,,Possible near-duplicate cannot be automatically cleared; technical status does not establish training/reuse rights
C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Banded Racer\9678299431_e1027b9b6c_b.jpg,Non-Venomous/Banded Racer/9678299431_e1027b9b6c_b.jpg,9678299431_e1027b9b6c_b.jpg,Non-Venomous,Banded Racer,7479046aa97f040784bad3d294d4c248c5500f0de2e658773996b43571568555,1024,602,https://github.com/arjun921/Indian-Snakes-Dataset,VERIFIED,MIT,UNCLEAR,REVIEW_REQUIRED,False,,POSSIBLE_NEAR_DUPLICATE,train/Non_Venomous_Snake/12.jpg | train/Non_Venomous_Snake/9678299431_e1027b9b6c_b.jpg | train/Non_Venomous_Snake/9678299431_e1027b9b6c_m.jpg,0.997221,NOT_TEST_LEAKAGE,,DIRECTORY_LABEL_PRESERVED,BASIC_QUALITY_PASS,MANUAL_REVIEW_REQUIRED,True,,Possible near-duplicate cannot be automatically cleared; technical status does not establish training/reuse rights
C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Banded Racer\Banded Racer Juvenile.jpg,Non-Venomous/Banded Racer/Banded Racer Juvenile.jpg,Banded Racer Juvenile.jpg,Non-Venomous,Banded Racer,aa7643da3288e1001b9626f641819f5f5db03158108b7be482a2526d500bc78e,250,178,https://github.com/arjun921/Indian-Snakes-Dataset,VERIFIED,MIT,UNCLEAR,REVIEW_REQUIRED,False,,POSSIBLE_NEAR_DUPLICATE,train/Non_Venomous_Snake/Banded Racer Juvenile.jpg,0.997165,NOT_TEST_LEAKAGE,,DIRECTORY_LABEL_PRESERVED,BASIC_QUALITY_PASS,MANUAL_REVIEW_REQUIRED,True,,Possible near-duplicate cannot be automatically cleared; technical status does not establish training/reuse rights
C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Banded Racer\Banded Racer.jpg,Non-Venomous/Banded Racer/Banded Racer.jpg,Banded Racer.jpg,Non-Venomous,Banded Racer,927390d322cafb88be3b8eef34ad032838777d6973b6ae0d7961cd5d4f4c99ed,640,338,https://github.com/arjun921/Indian-Snakes-Dataset,VERIFIED,MIT,UNCLEAR,REVIEW_REQUIRED,False,,POSSIBLE_NEAR_DUPLICATE,train/Non_Venomous_Snake/50.jpg,0.979268,NOT_TEST_LEAKAGE,,DIRECTORY_LABEL_PRESERVED,BASIC_QUALITY_PASS,MANUAL_REVIEW_REQUIRED,True,,Possible near-duplicate cannot be automatically cleared; technical status does not establish training/reuse rights
C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Banded Racer\banded-racer-argyrogena-fasciolata-non-venomous-not-common-kalbeliya-AT2BHP.jpg,Non-Venomous/Banded Racer/banded-racer-argyrogena-fasciolata-non-venomous-not-common-kalbeliya-AT2BHP.jpg,banded-racer-argyrogena-fasciolata-non-venomous-not-common-kalbeliya-AT2BHP.jpg,Non-Venomous,Banded Racer,a873327a8c4f98ba88ed5cb43906cc9adfe09eb8dac53c33cbf099afd608d955,841,1390,https://github.com/arjun921/Indian-Snakes-Dataset,VERIFIED,MIT,UNCLEAR,REVIEW_REQUIRED,False,,POSSIBLE_NEAR_DUPLICATE,test/Non_Venomous_Snake/banded-racer-argyrogena-fasciolata-non-venomous-not-common-kalbeliya-AT2BHP.jpg,0.998229,POSSIBLE_TEST_LEAKAGE,test/Non_Venomous_Snake/banded-racer-argyrogena-fasciolata-non-venomous-not-common-kalbeliya-AT2BHP.jpg,DIRECTORY_LABEL_PRESERVED,BASIC_QUALITY_PASS,MANUAL_REVIEW_REQUIRED,True,,Possible frozen-test leakage cannot be automatically cleared; technical status does not establish training/reuse rights
C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Banded Racer\medium.JPG,Non-Venomous/Banded Racer/medium.JPG,medium.JPG,Non-Venomous,Banded Racer,3d81cf1ba1a840f373a0526720b33a5815b366bda1328ee275149643eb62a24a,500,283,https://github.com/arjun921/Indian-Snakes-Dataset,VERIFIED,MIT,UNCLEAR,REVIEW_REQUIRED,False,,POSSIBLE_NEAR_DUPLICATE,test/Non_Venomous_Snake/medium.JPG,0.99828,POSSIBLE_TEST_LEAKAGE,test/Non_Venomous_Snake/medium.JPG,DIRECTORY_LABEL_PRESERVED,BASIC_QUALITY_PASS,MANUAL_REVIEW_REQUIRED,True,,Possible frozen-test leakage cannot be automatically cleared; technical status does not establish training/reuse rights
C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Checkered Keelback\2.jpg,Non-Venomous/Checkered Keelback/2.jpg,2.jpg,Non-Venomous,Checkered Keelback,7dfd05ef230ca8b3d0627f5c0e4cbcefde82cc392925a1d6b2b41db93d21f813,960,551,https://github.com/arjun921/Indian-Snakes-Dataset,VERIFIED,MIT,UNCLEAR,REVIEW_REQUIRED,False,,POSSIBLE_NEAR_DUPLICATE,train/Non_Venomous_Snake/2.jpg,0.997694,NOT_TEST_LEAKAGE,,DIRECTORY_LABEL_PRESERVED,BASIC_QUALITY_PASS,MANUAL_REVIEW_REQUIRED,True,,Possible near-duplicate cannot be automatically cleared; technical status does not establish training/reuse rights
C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Checkered Keelback\24897900911_7d2ee1ecff_b.jpg,Non-Venomous/Checkered Keelback/24897900911_7d2ee1ecff_b.jpg,24897900911_7d2ee1ecff_b.jpg,Non-Venomous,Checkered Keelback,e28510a4e4ca4cbf55fe8f2dbecdcd0b0e35145186d417b5f78c26aa05387db4,1024,586,https://github.com/arjun921/Indian-Snakes-Dataset,VERIFIED,MIT,UNCLEAR,REVIEW_REQUIRED,False,,POSSIBLE_NEAR_DUPLICATE,validation/Non_Venomous_Snake/24897900911_7d2ee1ecff_b.jpg,0.994425,NOT_TEST_LEAKAGE,,DIRECTORY_LABEL_PRESERVED,BASIC_QUALITY_PASS,MANUAL_REVIEW_REQUIRED,True,,Possible near-duplicate cannot be automatically cleared; technical status does not establish training/reuse rights
C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Checkered Keelback\350_e_s_500.jpg,Non-Venomous/Checkered Keelback/350_e_s_500.jpg,350_e_s_500.jpg,Non-Venomous,Checkered Keelback,8e64ce5421bf22fdc7f56cbabea6462777b6fe8b038632f773bea8c5b18d10b7,1493,993,https://github.com/arjun921/Indian-Snakes-Dataset,VERIFIED,MIT,UNCLEAR,REVIEW_REQUIRED,False,,POSSIBLE_NEAR_DUPLICATE,train/Non_Venomous_Snake/350_e_s_500.jpg,0.995664,NOT_TEST_LEAKAGE,,DIRECTORY_LABEL_PRESERVED,BASIC_QUALITY_PASS,MANUAL_REVIEW_REQUIRED,True,,Possible near-duplicate cannot be automatically cleared; technical status does not establish training/reuse rights
C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Checkered Keelback\491121-checkered-keeeled-back.jpg,Non-Venomous/Checkered Keelback/491121-checkered-keeeled-back.jpg,491121-checkered-keeeled-back.jpg,Non-Venomous,Checkered Keelback,cf65e66e23fd69dc86db7a5a02eaf928c7fdad4ea6529fd560d3e71d7a5e7172,3265,2449,https://github.com/arjun921/Indian-Snakes-Dataset,VERIFIED,MIT,UNCLEAR,REVIEW_REQUIRED,False,,POSSIBLE_NEAR_DUPLICATE,train/Non_Venomous_Snake/491121-checkered-keeeled-back.jpg,0.998942,NOT_TEST_LEAKAGE,,DIRECTORY_LABEL_PRESERVED,BASIC_QUALITY_PASS,MANUAL_REVIEW_REQUIRED,True,,Possible near-duplicate cannot be automatically cleared; technical status does not establish training/reuse rights
C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Checkered Keelback\6.jpg,Non-Venomous/Checkered Keelback/6.jpg,6.jpg,Non-Venomous,Checkered Keelback,7bb71e95fbd225c9373d2997235ca60d4cbe24ca940f38388441ee0ecd52f563,960,455,https://github.com/arjun921/Indian-Snakes-Dataset,VERIFIED,MIT,UNCLEAR,REVIEW_REQUIRED,False,,POSSIBLE_NEAR_DUPLICATE,train/Non_Venomous_Snake/6.jpg,0.995476,NOT_TEST_LEAKAGE,,DIRECTORY_LABEL_PRESERVED,BASIC_QUALITY_PASS,MANUAL_REVIEW_REQUIRED,True,,Possible near-duplicate cannot be automatically cleared; technical status does not establish training/reuse rights
C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Checkered Keelback\9181975166_5a8900bcb4_b.jpg,Non-Venomous/Checkered Keelback/9181975166_5a8900bcb4_b.jpg,9181975166_5a8900bcb4_b.jpg,Non-Venomous,Checkered Keelback,0571fdbdc18bad900dbf7b50ebed9b9e542eca167db67eef09737e26dcda0123,1024,576,https://github.com/arjun921/Indian-Snakes-Dataset,VERIFIED,MIT,UNCLEAR,REVIEW_REQUIRED,False,,POSSIBLE_NEAR_DUPLICATE,train/Non_Venomous_Snake/9181975166_5a8900bcb4_b.jpg,0.993673,NOT_TEST_LEAKAGE,,DIRECTORY_LABEL_PRESERVED,BASIC_QUALITY_PASS,MANUAL_REVIEW_REQUIRED,True,,Possible near-duplicate cannot be automatically cleared; technical status does not establish training/reuse rights
C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Checkered Keelback\_DSC0413.jpg,Non-Venomous/Checkered Keelback/_DSC0413.jpg,_DSC0413.jpg,Non-Venomous,Checkered Keelback,1a75ab6ab435730b14228d5c0f36f661419d2f69e94a1858df17e1963cc9ef33,1407,850,https://github.com/arjun921/Indian-Snakes-Dataset,VERIFIED,MIT,UNCLEAR,REVIEW_REQUIRED,False,,POSSIBLE_NEAR_DUPLICATE,train/Non_Venomous_Snake/_DSC0413.jpg,0.996486,NOT_TEST_LEAKAGE,,DIRECTORY_LABEL_PRESERVED,BASIC_QUALITY_PASS,MANUAL_REVIEW_REQUIRED,True,,Possible near-duplicate cannot be automatically cleared; technical status does not establish training/reuse rights
